deposit_date,eft_trace,amount,description
2025-03-23,EFT20250323001,31.6,PAYER EFT
2025-03-23,EFT20250323002,116.05,PAYER EFT
2025-03-23,EFT20250323004,51.76,PAYER EFT
2025-03-23,EFT20250323005,65.27,PAYER EFT
2025-03-23,EFT20250323006,62.34,PAYER EFT
2025-03-23,EFT20250323007,49.62,PAYER EFT
2025-03-23,EFT20250323008,98.34,PAYER EFT
2025-03-23,EFT20250323009,67.29,PAYER EFT
2025-03-23,EFT20250323018,18.11,PAYER EFT
2025-03-23,EFT20250323019,198.5,PAYER EFT
2025-03-23,EFT20250323021,44.97,PAYER EFT
2025-03-23,EFT20250323023,44.97,PAYER EFT
2025-03-23,EFT20250323025,37.78,PAYER EFT
2025-03-23,EFT20250323031,42.45,PAYER EFT
2025-03-24,EFT20250324001,33.65,PAYER EFT
2025-03-24,EFT20250324005,109.34,PAYER EFT
2025-03-24,EFT20250324012,68.32,PAYER EFT
2025-03-24,EFT20250324019,346.5,PAYER EFT
2025-03-24,EFT20250324020,22.64,PAYER EFT
2025-03-24,EFT20250324021,282.1,PAYER EFT
2025-03-24,EFT20250324023,55.51,PAYER EFT
2025-03-24,EFT20250324032,22.64,PAYER EFT
2025-03-24,EFT20250324035,45.29,PAYER EFT
2025-03-24,EFT20250324038,288.07,PAYER EFT
2025-03-25,EFT20250325000,51.76,PAYER EFT
2025-03-25,EFT20250325009,106.69,PAYER EFT
2025-03-25,EFT20250325012,67.29,PAYER EFT
2025-03-25,EFT20250325015,74.73,PAYER EFT
2025-03-25,EFT20250325016,130.43,PAYER EFT
2025-03-25,EFT20250325023,113.23,PAYER EFT
2025-03-25,EFT20250325024,149.78,PAYER EFT
2025-03-25,EFT20250325026,26.72,PAYER EFT
2025-03-25,EFT20250325029,58.63,PAYER EFT
2025-03-25,EFT20250325031,65.59,PAYER EFT
2025-03-25,EFT20250325032,267.04,PAYER EFT
2025-03-25,EFT20250325033,40.11,PAYER EFT
2025-03-26,EFT20250326000,282.42,PAYER EFT
2025-03-26,EFT20250326002,197.58,PAYER EFT
2025-03-26,EFT20250326008,122.93,PAYER EFT
2025-03-26,EFT20250326009,109.83,PAYER EFT
2025-03-26,EFT20250326012,49.62,PAYER EFT
2025-03-26,EFT20250326017,51.76,PAYER EFT
2025-03-26,EFT20250326018,95.39,PAYER EFT
2025-03-26,EFT20250326022,36.23,PAYER EFT
2025-03-26,EFT20250326027,34.2,PAYER EFT
2025-03-26,EFT20250326028,125.31,PAYER EFT
2025-03-26,EFT20250326037,81.99,PAYER EFT
2025-03-27,EFT20250327001,81.59,PAYER EFT
2025-03-27,EFT20250327002,25.1,PAYER EFT
2025-03-27,EFT20250327003,35.3,PAYER EFT
2025-03-27,EFT20250327012,20.86,PAYER EFT
2025-03-27,EFT20250327013,85.4,PAYER EFT
2025-03-27,EFT20250327014,555.13,PAYER EFT
2025-03-27,EFT20250327015,33.65,PAYER EFT
2025-03-27,EFT20250327021,186.01,PAYER EFT
2025-03-27,EFT20250327028,111.03,PAYER EFT
2025-03-27,EFT20250327030,55.51,PAYER EFT
2025-03-27,EFT20250327032,113.23,PAYER EFT
2025-03-27,EFT20250327033,32.63,PAYER EFT
2025-03-27,EFT20250327036,22.64,PAYER EFT
2025-03-27,EFT20250327038,68.32,PAYER EFT
2025-03-28,EFT20250328002,239.13,PAYER EFT
2025-03-28,EFT20250328004,129.82,PAYER EFT
2025-03-28,EFT20250328006,593.57,PAYER EFT
2025-03-28,EFT20250328012,60.98,PAYER EFT
2025-03-28,EFT20250328013,93.94,PAYER EFT
2025-03-28,EFT20250328018,98.34,PAYER EFT
2025-03-28,EFT20250328019,219.66,PAYER EFT
2025-03-28,EFT20250328023,18.11,PAYER EFT
2025-03-28,EFT20250328029,42.75,PAYER EFT
2025-03-28,EFT20250328031,232.92,PAYER EFT
2025-03-28,EFT20250328032,197.34,PAYER EFT
2025-03-28,EFT20250328035,32.63,PAYER EFT
2025-03-28,EFT20250328037,22.6,PAYER EFT
2025-03-28,EFT20250328039,28.98,PAYER EFT
2025-03-29,EFT20250329000,426.76,PAYER EFT
2025-03-29,EFT20250329001,52.15,PAYER EFT
2025-03-29,EFT20250329004,32.09,PAYER EFT
2025-03-29,EFT20250329006,273.63,PAYER EFT
2025-03-29,EFT20250329014,397.78,PAYER EFT
2025-03-29,EFT20250329019,67.53,PAYER EFT
2025-03-29,EFT20250329020,59.36,PAYER EFT
2025-03-29,EFT20250329021,225.94,PAYER EFT
2025-03-29,EFT20250329023,81.59,PAYER EFT
2025-03-29,EFT20250329025,94.01,PAYER EFT
2025-03-29,EFT20250329026,115.35,PAYER EFT
2025-03-29,EFT20250329028,93.71,PAYER EFT
2025-03-29,EFT20250329032,34.9,PAYER EFT
2025-03-29,EFT20250329035,58.63,PAYER EFT
2025-03-29,EFT20250329039,39.7,PAYER EFT
2025-03-30,EFT20250330000,25.88,PAYER EFT
2025-03-30,EFT20250330002,42.06,PAYER EFT
2025-03-30,EFT20250330006,444.1,PAYER EFT
2025-03-30,EFT20250330009,106.89,PAYER EFT
2025-03-30,EFT20250330012,83.48,PAYER EFT
2025-03-30,EFT20250330014,138.44,PAYER EFT
2025-03-30,EFT20250330015,35.98,PAYER EFT
2025-03-30,EFT20250330017,71.17,PAYER EFT
2025-03-30,EFT20250330020,95.11,PAYER EFT
2025-03-30,EFT20250330022,73.29,PAYER EFT
2025-03-30,EFT20250330026,55.51,PAYER EFT
2025-03-30,EFT20250330032,26.72,PAYER EFT
2025-03-30,EFT20250330034,79.4,PAYER EFT
2025-03-30,EFT20250330036,180.43,PAYER EFT
2025-03-30,EFT20250330037,26.07,PAYER EFT
2025-03-31,EFT20250331002,28.98,PAYER EFT
2025-03-31,EFT20250331003,30.81,PAYER EFT
2025-03-31,EFT20250331010,411.42,PAYER EFT
2025-03-31,EFT20250331011,49.62,PAYER EFT
2025-03-31,EFT20250331014,470.69,PAYER EFT
2025-03-31,EFT20250331015,465.45,PAYER EFT
2025-03-31,EFT20250331017,17.58,PAYER EFT
2025-03-31,EFT20250331019,67.29,PAYER EFT
2025-03-31,EFT20250331021,180.51,PAYER EFT
2025-03-31,EFT20250331027,71.17,PAYER EFT
2025-03-31,EFT20250331034,28.25,PAYER EFT
2025-03-31,EFT20250331035,84.11,PAYER EFT
2025-03-31,EFT20250331039,678.06,PAYER EFT
2025-04-01,EFT20250401001,203.99,PAYER EFT
2025-04-01,EFT20250401003,62.11,PAYER EFT
2025-04-01,EFT20250401008,111.03,PAYER EFT
2025-04-01,EFT20250401009,326.34,PAYER EFT
2025-04-01,EFT20250401011,88.82,PAYER EFT
2025-04-01,EFT20250401020,260.74,PAYER EFT
2025-04-01,EFT20250401021,55.62,PAYER EFT
2025-04-01,EFT20250401022,45.29,PAYER EFT
2025-04-01,EFT20250401029,175.73,PAYER EFT
2025-04-01,EFT20250401031,54.91,PAYER EFT
2025-04-01,EFT20250401033,45.29,PAYER EFT
2025-04-01,EFT20250401036,198.97,PAYER EFT
2025-04-01,EFT20250401038,139.59,PAYER EFT
2025-04-02,EFT20250402007,42.06,PAYER EFT
2025-04-02,EFT20250402010,283.32,PAYER EFT
2025-04-02,EFT20250402011,198.63,PAYER EFT
2025-04-02,EFT20250402017,56.16,PAYER EFT
2025-04-02,EFT20250402022,73.29,PAYER EFT
2025-04-02,EFT20250402028,549.95,PAYER EFT
2025-04-02,EFT20250402034,328.25,PAYER EFT
2025-04-02,EFT20250402037,47.83,PAYER EFT
2025-04-03,EFT20250403002,352.62,PAYER EFT
2025-04-03,EFT20250403011,34.12,PAYER EFT
2025-04-03,EFT20250403014,143.7,PAYER EFT
2025-04-03,EFT20250403015,332.87,PAYER EFT
2025-04-03,EFT20250403017,56.61,PAYER EFT
2025-04-03,EFT20250403018,14.84,PAYER EFT
2025-04-03,EFT20250403020,151.89,PAYER EFT
2025-04-03,EFT20250403023,44.41,PAYER EFT
2025-04-03,EFT20250403026,55.73,PAYER EFT
2025-04-03,EFT20250403030,322.25,PAYER EFT
2025-04-03,EFT20250403032,76.35,PAYER EFT
2025-04-03,EFT20250403033,277.22,PAYER EFT
2025-04-03,EFT20250403035,88.82,PAYER EFT
2025-04-03,EFT20250403039,218.62,PAYER EFT
2025-04-04,EFT20250404004,22.64,PAYER EFT
2025-04-04,EFT20250404010,67.29,PAYER EFT
2025-04-04,EFT20250404012,59.36,PAYER EFT
2025-04-04,EFT20250404015,109.83,PAYER EFT
2025-04-04,EFT20250404016,569.36,PAYER EFT
2025-04-04,EFT20250404018,270.2,PAYER EFT
2025-04-04,EFT20250404019,25.1,PAYER EFT
2025-04-04,EFT20250404021,71.17,PAYER EFT
2025-04-04,EFT20250404025,42.45,PAYER EFT
2025-04-04,EFT20250404028,45.81,PAYER EFT
2025-04-04,EFT20250404029,42.06,PAYER EFT
2025-04-04,EFT20250404031,68.32,PAYER EFT
2025-04-04,EFT20250404035,352.62,PAYER EFT
2025-04-04,EFT20250404039,54.91,PAYER EFT
2025-04-05,EFT20250405003,198.65,PAYER EFT
2025-04-05,EFT20250405009,26.07,PAYER EFT
2025-04-05,EFT20250405010,53.06,PAYER EFT
2025-04-05,EFT20250405011,233.96,PAYER EFT
2025-04-05,EFT20250405012,67.29,PAYER EFT
2025-04-05,EFT20250405013,29.28,PAYER EFT
2025-04-05,EFT20250405014,162.27,PAYER EFT
2025-04-05,EFT20250405019,200.9,PAYER EFT
2025-04-05,EFT20250405020,76.22,PAYER EFT
2025-04-05,EFT20250405024,59.26,PAYER EFT
2025-04-05,EFT20250405025,21.97,PAYER EFT
2025-04-05,EFT20250405026,92.26,PAYER EFT
2025-04-05,EFT20250405027,48.2,PAYER EFT
2025-04-05,EFT20250405028,219.66,PAYER EFT
2025-04-05,EFT20250405030,244.38,PAYER EFT
2025-04-05,EFT20250405037,60.25,PAYER EFT
2025-04-06,EFT20250406000,26.72,PAYER EFT
2025-04-06,EFT20250406004,219.66,PAYER EFT
2025-04-06,EFT20250406006,291.15,PAYER EFT
2025-04-06,EFT20250406013,36.23,PAYER EFT
2025-04-06,EFT20250406015,28.25,PAYER EFT
2025-04-06,EFT20250406016,204.59,PAYER EFT
2025-04-06,EFT20250406018,85.4,PAYER EFT
2025-04-06,EFT20250406019,84.11,PAYER EFT
2025-04-06,EFT20250406020,32.63,PAYER EFT
2025-04-06,EFT20250406022,40.79,PAYER EFT
2025-04-06,EFT20250406025,140.4,PAYER EFT
2025-04-06,EFT20250406030,416.09,PAYER EFT
2025-04-06,EFT20250406031,137.03,PAYER EFT
2025-04-06,EFT20250406034,186.01,PAYER EFT
2025-04-06,EFT20250406035,273.63,PAYER EFT
2025-04-06,EFT20250406037,255.13,PAYER EFT
2025-04-06,EFT20250406038,55.22,PAYER EFT
2025-04-07,EFT20250407009,291.15,PAYER EFT
2025-04-07,EFT20250407010,22.6,PAYER EFT
2025-04-07,EFT20250407011,58.63,PAYER EFT
2025-04-07,EFT20250407012,282.1,PAYER EFT
2025-04-07,EFT20250407016,397,PAYER EFT
2025-04-07,EFT20250407024,71.17,PAYER EFT
2025-04-07,EFT20250407025,19.15,PAYER EFT
2025-04-07,EFT20250407026,93.94,PAYER EFT
2025-04-07,EFT20250407028,28.25,PAYER EFT
2025-04-07,EFT20250407030,90.58,PAYER EFT
2025-04-07,EFT20250407033,47.23,PAYER EFT
2025-04-07,EFT20250407039,292.19,PAYER EFT
2025-04-08,EFT20250408004,64.7,PAYER EFT
2025-04-08,EFT20250408007,23.22,PAYER EFT
2025-04-08,EFT20250408027,342.04,PAYER EFT
2025-04-08,EFT20250408029,140.4,PAYER EFT
2025-04-08,EFT20250408034,133.61,PAYER EFT
2025-04-09,EFT20250409002,205.89,PAYER EFT
2025-04-09,EFT20250409003,55.51,PAYER EFT
2025-04-09,EFT20250409007,32.09,PAYER EFT
2025-04-09,EFT20250409008,352.62,PAYER EFT
2025-04-09,EFT20250409010,122.93,PAYER EFT
2025-04-09,EFT20250409015,68.32,PAYER EFT
2025-04-09,EFT20250409017,119.57,PAYER EFT
2025-04-09,EFT20250409018,42.06,PAYER EFT
2025-04-09,EFT20250409022,282.42,PAYER EFT
2025-04-09,EFT20250409029,22.64,PAYER EFT
2025-04-09,EFT20250409030,55.51,PAYER EFT
2025-04-09,EFT20250409039,332.87,PAYER EFT
2025-04-10,EFT20250410001,20.86,PAYER EFT
2025-04-10,EFT20250410002,32.09,PAYER EFT
2025-04-10,EFT20250410003,42.06,PAYER EFT
2025-04-10,EFT20250410004,84.11,PAYER EFT
2025-04-10,EFT20250410014,55.51,PAYER EFT
2025-04-10,EFT20250410018,496.25,PAYER EFT
2025-04-10,EFT20250410019,191.19,PAYER EFT
2025-04-10,EFT20250410021,60.98,PAYER EFT
2025-04-10,EFT20250410022,64.7,PAYER EFT
2025-04-10,EFT20250410023,47.83,PAYER EFT
2025-04-10,EFT20250410025,51.76,PAYER EFT
2025-04-10,EFT20250410026,47.83,PAYER EFT
2025-04-10,EFT20250410028,219.49,PAYER EFT
2025-04-10,EFT20250410030,186.01,PAYER EFT
2025-04-10,EFT20250410031,68.13,PAYER EFT
2025-04-10,EFT20250410034,144.34,PAYER EFT
2025-04-10,EFT20250410039,113.23,PAYER EFT
2025-04-11,EFT20250411000,119.57,PAYER EFT
2025-04-11,EFT20250411003,84.11,PAYER EFT
2025-04-11,EFT20250411010,133.61,PAYER EFT
2025-04-11,EFT20250411016,35.3,PAYER EFT
2025-04-11,EFT20250411018,133.61,PAYER EFT
2025-04-11,EFT20250411021,298.91,PAYER EFT
2025-04-11,EFT20250411024,144.34,PAYER EFT
2025-04-11,EFT20250411025,65.27,PAYER EFT
2025-04-11,EFT20250411026,260.74,PAYER EFT
2025-04-11,EFT20250411027,113.23,PAYER EFT
2025-04-11,EFT20250411030,25.1,PAYER EFT
2025-04-11,EFT20250411032,51.76,PAYER EFT
2025-04-11,EFT20250411036,49.62,PAYER EFT
2025-04-12,EFT20250412003,84.11,PAYER EFT
2025-04-12,EFT20250412013,149.46,PAYER EFT
2025-04-12,EFT20250412017,67.94,PAYER EFT
2025-04-12,EFT20250412031,232.92,PAYER EFT
2025-04-12,EFT20250412034,104.94,PAYER EFT
2025-04-12,EFT20250412036,29.89,PAYER EFT
2025-04-12,EFT20250412039,307.46,PAYER EFT
2025-04-13,EFT20250413001,187.38,PAYER EFT
2025-04-13,EFT20250413006,42.06,PAYER EFT
2025-04-13,EFT20250413007,81.99,PAYER EFT
2025-04-13,EFT20250413011,186.01,PAYER EFT
2025-04-13,EFT20250413012,298.91,PAYER EFT
2025-04-13,EFT20250413015,44.97,PAYER EFT
2025-04-13,EFT20250413017,497.55,PAYER EFT
2025-04-13,EFT20250413020,74.16,PAYER EFT
2025-04-13,EFT20250413032,47.21,PAYER EFT
2025-04-13,EFT20250413034,186.01,PAYER EFT
2025-04-13,EFT20250413036,23.94,PAYER EFT
2025-04-14,EFT20250414000,25.1,PAYER EFT
2025-04-14,EFT20250414002,353.26,PAYER EFT
2025-04-14,EFT20250414003,44.97,PAYER EFT
2025-04-14,EFT20250414005,23.91,PAYER EFT
2025-04-14,EFT20250414010,44.97,PAYER EFT
2025-04-14,EFT20250414011,42.45,PAYER EFT
2025-04-14,EFT20250414018,84.11,PAYER EFT
2025-04-14,EFT20250414019,27.33,PAYER EFT
2025-04-14,EFT20250414023,388.2,PAYER EFT
2025-04-14,EFT20250414026,52.15,PAYER EFT
2025-04-14,EFT20250414027,50.21,PAYER EFT
2025-04-14,EFT20250414032,28.98,PAYER EFT
2025-04-14,EFT20250414036,127.5,PAYER EFT
2025-04-15,EFT20250415006,49.69,PAYER EFT
2025-04-15,EFT20250415007,65.27,PAYER EFT
2025-04-15,EFT20250415008,502.1,PAYER EFT
2025-04-15,EFT20250415009,35.15,PAYER EFT
2025-04-15,EFT20250415011,47.49,PAYER EFT
2025-04-15,EFT20250415014,186.01,PAYER EFT
2025-04-15,EFT20250415017,67.29,PAYER EFT
2025-04-15,EFT20250415018,34.2,PAYER EFT
2025-04-15,EFT20250415019,44.97,PAYER EFT
2025-04-15,EFT20250415020,127.38,PAYER EFT
2025-04-15,EFT20250415027,81.99,PAYER EFT
2025-04-15,EFT20250415030,47.49,PAYER EFT
2025-04-15,EFT20250415034,40.79,PAYER EFT
2025-04-15,EFT20250415035,53.06,PAYER EFT
2025-04-16,EFT20250416001,111.03,PAYER EFT
2025-04-16,EFT20250416004,78.04,PAYER EFT
2025-04-16,EFT20250416006,42.06,PAYER EFT
2025-04-16,EFT20250416016,42.06,PAYER EFT
2025-04-16,EFT20250416017,50.21,PAYER EFT
2025-04-16,EFT20250416020,16.05,PAYER EFT
2025-04-16,EFT20250416032,343.56,PAYER EFT
2025-04-16,EFT20250416039,981.5,PAYER EFT
2025-04-17,EFT20250417001,85.4,PAYER EFT
2025-04-17,EFT20250417003,420.55,PAYER EFT
2025-04-17,EFT20250417004,260.74,PAYER EFT
2025-04-17,EFT20250417006,43.62,PAYER EFT
2025-04-17,EFT20250417008,79.4,PAYER EFT
2025-04-17,EFT20250417010,42.06,PAYER EFT
2025-04-17,EFT20250417015,90.58,PAYER EFT
2025-04-17,EFT20250417017,79.4,PAYER EFT
2025-04-17,EFT20250417018,407.93,PAYER EFT
2025-04-17,EFT20250417021,30.81,PAYER EFT
2025-04-17,EFT20250417022,50.21,PAYER EFT
2025-04-17,EFT20250417029,81.59,PAYER EFT
2025-04-17,EFT20250417031,16.05,PAYER EFT
2025-04-17,EFT20250417032,145.9,PAYER EFT
2025-04-17,EFT20250417033,81.59,PAYER EFT
2025-04-17,EFT20250417036,18.11,PAYER EFT
2025-04-17,EFT20250417038,29.89,PAYER EFT
2025-04-18,EFT20250418001,49.62,PAYER EFT
2025-04-18,EFT20250418002,34.2,PAYER EFT
2025-04-18,EFT20250418003,68.32,PAYER EFT
2025-04-18,EFT20250418005,67.29,PAYER EFT
2025-04-18,EFT20250418010,195.14,PAYER EFT
2025-04-18,EFT20250418011,111.03,PAYER EFT
2025-04-18,EFT20250418013,22.64,PAYER EFT
2025-04-18,EFT20250418015,217.63,PAYER EFT
2025-04-18,EFT20250418021,144.41,PAYER EFT
2025-04-18,EFT20250418025,22.64,PAYER EFT
2025-04-18,EFT20250418028,36.23,PAYER EFT
2025-04-18,EFT20250418030,53.06,PAYER EFT
2025-04-18,EFT20250418031,113.23,PAYER EFT
2025-04-18,EFT20250418034,84.11,PAYER EFT
2025-04-18,EFT20250418036,20.86,PAYER EFT
2025-04-18,EFT20250418037,23.94,PAYER EFT
2025-04-19,EFT20250419000,111.03,PAYER EFT
2025-04-19,EFT20250419001,580.74,PAYER EFT
2025-04-19,EFT20250419002,40.79,PAYER EFT
2025-04-19,EFT20250419011,64.7,PAYER EFT
2025-04-19,EFT20250419013,93.94,PAYER EFT
2025-04-19,EFT20250419014,291.15,PAYER EFT
2025-04-19,EFT20250419016,95.11,PAYER EFT
2025-04-19,EFT20250419021,20.08,PAYER EFT
2025-04-19,EFT20250419023,85.4,PAYER EFT
2025-04-19,EFT20250419028,64.7,PAYER EFT
2025-04-19,EFT20250419029,43.62,PAYER EFT
2025-04-19,EFT20250419032,85.4,PAYER EFT
2025-04-19,EFT20250419034,36.65,PAYER EFT
2025-04-19,EFT20250419035,81.59,PAYER EFT
2025-04-20,EFT20250420006,580.74,PAYER EFT
2025-04-20,EFT20250420012,113.23,PAYER EFT
2025-04-20,EFT20250420013,344.08,PAYER EFT
2025-04-20,EFT20250420014,73.29,PAYER EFT
2025-04-20,EFT20250420016,250.94,PAYER EFT
2025-04-20,EFT20250420017,305.93,PAYER EFT
2025-04-20,EFT20250420020,67.29,PAYER EFT
2025-04-20,EFT20250420022,29.89,PAYER EFT
2025-04-20,EFT20250420031,59.36,PAYER EFT
2025-04-20,EFT20250420036,23.22,PAYER EFT
2025-04-21,EFT20250421001,465.45,PAYER EFT
2025-04-21,EFT20250421004,79.4,PAYER EFT
2025-04-21,EFT20250421005,70.66,PAYER EFT
2025-04-21,EFT20250421007,12.84,PAYER EFT
2025-04-21,EFT20250421008,312.32,PAYER EFT
2025-04-21,EFT20250421010,49.62,PAYER EFT
2025-04-21,EFT20250421012,17.58,PAYER EFT
2025-04-21,EFT20250421013,28.25,PAYER EFT
2025-04-21,EFT20250421017,122.93,PAYER EFT
2025-04-21,EFT20250421019,47.23,PAYER EFT
2025-04-21,EFT20250421021,133.61,PAYER EFT
2025-04-21,EFT20250421023,47.23,PAYER EFT
2025-04-21,EFT20250421027,755.21,PAYER EFT
2025-04-21,EFT20250421028,71.04,PAYER EFT
2025-04-21,EFT20250421029,16.05,PAYER EFT
2025-04-21,EFT20250421030,89.55,PAYER EFT
2025-04-21,EFT20250421033,420.55,PAYER EFT
2025-04-21,EFT20250421037,42.06,PAYER EFT
2025-04-21,EFT20250421039,465.45,PAYER EFT
2025-04-22,EFT20250422000,44.97,PAYER EFT
2025-04-22,EFT20250422004,260.74,PAYER EFT
2025-04-22,EFT20250422006,67.29,PAYER EFT
2025-04-22,EFT20250422008,113.23,PAYER EFT
2025-04-22,EFT20250422014,64.7,PAYER EFT
2025-04-22,EFT20250422019,59.36,PAYER EFT
2025-04-22,EFT20250422020,61.08,PAYER EFT
2025-04-22,EFT20250422024,17.58,PAYER EFT
2025-04-22,EFT20250422026,129.82,PAYER EFT
2025-04-22,EFT20250422029,258.64,PAYER EFT
2025-04-22,EFT20250422034,56.61,PAYER EFT
2025-04-22,EFT20250422035,42.06,PAYER EFT
2025-04-22,EFT20250422036,41.72,PAYER EFT
2025-04-22,EFT20250422038,181.16,PAYER EFT
2025-04-23,EFT20250423000,146.3,PAYER EFT
2025-04-23,EFT20250423004,42.06,PAYER EFT
2025-04-23,EFT20250423005,111.93,PAYER EFT
2025-04-23,EFT20250423015,153.09,PAYER EFT
2025-04-23,EFT20250423016,148.81,PAYER EFT
2025-04-23,EFT20250423017,118.72,PAYER EFT
2025-04-23,EFT20250423021,51.76,PAYER EFT
2025-04-23,EFT20250423031,119.24,PAYER EFT
2025-04-23,EFT20250423034,291.15,PAYER EFT
2025-04-23,EFT20250423036,90.58,PAYER EFT
2025-04-24,EFT20250424002,485.25,PAYER EFT
2025-04-24,EFT20250424003,39.7,PAYER EFT
2025-04-24,EFT20250424006,298.91,PAYER EFT
2025-04-24,EFT20250424009,219.66,PAYER EFT
2025-04-24,EFT20250424013,62.11,PAYER EFT
2025-04-24,EFT20250424015,196.43,PAYER EFT
2025-04-24,EFT20250424017,133.61,PAYER EFT
2025-04-24,EFT20250424025,55.51,PAYER EFT
2025-04-25,EFT20250425003,980.52,PAYER EFT
2025-04-25,EFT20250425004,45.29,PAYER EFT
2025-04-25,EFT20250425007,300.86,PAYER EFT
2025-04-25,EFT20250425009,94.38,PAYER EFT
2025-04-25,EFT20250425011,226.45,PAYER EFT
2025-04-25,EFT20250425017,111.03,PAYER EFT
2025-04-25,EFT20250425019,138.62,PAYER EFT
2025-04-25,EFT20250425025,493.41,PAYER EFT
2025-04-25,EFT20250425026,219.66,PAYER EFT
2025-04-25,EFT20250425027,143.92,PAYER EFT
2025-04-25,EFT20250425030,131.34,PAYER EFT
2025-04-25,EFT20250425037,42.06,PAYER EFT
2025-04-25,EFT20250425039,53.06,PAYER EFT
2025-04-26,EFT20250426000,42.06,PAYER EFT
2025-04-26,EFT20250426010,65.22,PAYER EFT
2025-04-26,EFT20250426012,61.08,PAYER EFT
2025-04-26,EFT20250426014,180.51,PAYER EFT
2025-04-26,EFT20250426017,87.16,PAYER EFT
2025-04-26,EFT20250426021,186.11,PAYER EFT
2025-04-26,EFT20250426025,87.99,PAYER EFT
2025-04-26,EFT20250426028,92.58,PAYER EFT
2025-04-26,EFT20250426029,465.45,PAYER EFT
2025-04-27,EFT20250427000,35.98,PAYER EFT
2025-04-27,EFT20250427003,448.93,PAYER EFT
2025-04-27,EFT20250427004,290.51,PAYER EFT
2025-04-27,EFT20250427007,298.91,PAYER EFT
2025-04-27,EFT20250427028,42.06,PAYER EFT
2025-04-27,EFT20250427031,44.41,PAYER EFT
2025-04-27,EFT20250427032,298.91,PAYER EFT
2025-04-27,EFT20250427035,22.64,PAYER EFT
2025-04-27,EFT20250427037,299.28,PAYER EFT
2025-04-28,EFT20250428004,35.98,PAYER EFT
2025-04-28,EFT20250428005,112.26,PAYER EFT
2025-04-28,EFT20250428008,25.88,PAYER EFT
2025-04-28,EFT20250428010,56.16,PAYER EFT
2025-04-28,EFT20250428011,49.62,PAYER EFT
2025-04-28,EFT20250428012,247.72,PAYER EFT
2025-04-28,EFT20250428014,76.35,PAYER EFT
2025-04-28,EFT20250428018,65.59,PAYER EFT
2025-04-28,EFT20250428023,592.91,PAYER EFT
2025-04-28,EFT20250428024,44.97,PAYER EFT
2025-04-28,EFT20250428026,85.4,PAYER EFT
2025-04-28,EFT20250428027,74.15,PAYER EFT
2025-04-28,EFT20250428028,111.03,PAYER EFT
2025-04-28,EFT20250428036,67.29,PAYER EFT
2025-04-28,EFT20250428038,226.45,PAYER EFT
2025-04-29,EFT20250429001,219.66,PAYER EFT
2025-04-29,EFT20250429003,53.06,PAYER EFT
2025-04-29,EFT20250429012,53.06,PAYER EFT
2025-04-29,EFT20250429014,120.35,PAYER EFT
2025-04-29,EFT20250429015,42.75,PAYER EFT
2025-04-29,EFT20250429017,326.34,PAYER EFT
2025-04-29,EFT20250429019,65.27,PAYER EFT
2025-04-29,EFT20250429021,181.16,PAYER EFT
2025-04-29,EFT20250429022,62.76,PAYER EFT
2025-04-29,EFT20250429023,17.58,PAYER EFT
2025-04-29,EFT20250429031,65.27,PAYER EFT
2025-04-29,EFT20250429032,148.81,PAYER EFT
2025-04-29,EFT20250429033,62.11,PAYER EFT
2025-04-29,EFT20250429039,11.23,PAYER EFT
2025-04-30,EFT20250430004,106.24,PAYER EFT
2025-04-30,EFT20250430006,21.97,PAYER EFT
2025-04-30,EFT20250430010,122.93,PAYER EFT
2025-04-30,EFT20250430013,62.11,PAYER EFT
2025-04-30,EFT20250430015,67.29,PAYER EFT
2025-04-30,EFT20250430017,49.69,PAYER EFT
2025-04-30,EFT20250430018,115.33,PAYER EFT
2025-04-30,EFT20250430019,145.06,PAYER EFT
2025-04-30,EFT20250430021,189.77,PAYER EFT
2025-04-30,EFT20250430033,219.49,PAYER EFT
2025-04-30,EFT20250430037,302.67,PAYER EFT
2025-05-01,EFT20250501000,28.25,PAYER EFT
2025-05-01,EFT20250501007,62.11,PAYER EFT
2025-05-01,EFT20250501009,34.9,PAYER EFT
2025-05-01,EFT20250501010,34.16,PAYER EFT
2025-05-01,EFT20250501011,137,PAYER EFT
2025-05-01,EFT20250501012,55.73,PAYER EFT
2025-05-01,EFT20250501014,148.81,PAYER EFT
2025-05-01,EFT20250501015,85.4,PAYER EFT
2025-05-01,EFT20250501019,98.34,PAYER EFT
2025-05-01,EFT20250501021,87.37,PAYER EFT
2025-05-01,EFT20250501025,64.7,PAYER EFT
2025-05-01,EFT20250501032,259.44,PAYER EFT
2025-05-01,EFT20250501036,69.03,PAYER EFT
2025-05-01,EFT20250501037,164.75,PAYER EFT
2025-05-01,EFT20250501038,116.05,PAYER EFT
2025-05-02,EFT20250502001,444.1,PAYER EFT
2025-05-02,EFT20250502002,67.29,PAYER EFT
2025-05-02,EFT20250502004,206.73,PAYER EFT
2025-05-02,EFT20250502016,112.76,PAYER EFT
2025-05-02,EFT20250502021,115.58,PAYER EFT
2025-05-02,EFT20250502022,38.51,PAYER EFT
2025-05-02,EFT20250502026,126.17,PAYER EFT
2025-05-02,EFT20250502027,22.46,PAYER EFT
2025-05-03,EFT20250503001,196.43,PAYER EFT
2025-05-03,EFT20250503004,119.57,PAYER EFT
2025-05-03,EFT20250503005,352.62,PAYER EFT
2025-05-03,EFT20250503007,64.7,PAYER EFT
